# Time-averaged data for fix rg_out
# TimeStep c_rg
0 13.9979
100 14.0418
200 14.0585
300 14.0785
400 14.0688
500 14.0468
600 13.9998
700 13.9338
800 13.8482
900 13.755
1000 13.6404
1100 13.5062
1200 13.343
1300 13.1695
1400 12.9908
1500 12.8046
1600 12.6238
1700 12.4311
1800 12.2365
1900 12.0092
2000 11.7553
2100 11.4956
2200 11.26
2300 11.0057
2400 10.7345
2500 10.4391
2600 10.1303
2700 9.85948
2800 9.58329
2900 9.28703
3000 8.96459
3100 8.65762
3200 8.36138
3300 8.09361
3400 7.84005
3500 7.54824
3600 7.22851
3700 6.9222
3800 6.64436
3900 6.37099
4000 6.07529
4100 5.76521
4200 5.47759
4300 5.20054
4400 4.93311
4500 4.68902
4600 4.42425
4700 4.12848
4800 3.84255
4900 3.5859
5000 3.37871
5100 3.18591
5200 2.99675
5300 2.79433
5400 2.59373
5500 2.43333
5600 2.31466
5700 2.23753
5800 2.16683
5900 2.08027
6000 2.03477
6100 2.00123
6200 1.95979
6300 1.98056
6400 1.98889
6500 2.03687
6600 2.04332
6700 2.06978
6800 2.07078
6900 2.11586
7000 2.15392
7100 2.13562
7200 2.1243
7300 2.12683
7400 2.15074
7500 2.17869
7600 2.23816
7700 2.23935
7800 2.26616
7900 2.23923
8000 2.21107
8100 2.14605
8200 2.09378
8300 2.04934
8400 2.04825
8500 2.02604
8600 2.01301
8700 2.01618
8800 2.01325
8900 2.01053
9000 1.99689
9100 1.99415
9200 2.00042
9300 1.9701
9400 1.98741
9500 2.0393
9600 2.11057
9700 2.1888
9800 2.20247
9900 2.18754
10000 2.22518
10100 2.24209
10200 2.26279
10300 2.32303
10400 2.35423
10500 2.37382
10600 2.40625
10700 2.4318
10800 2.45822
10900 2.45105
11000 2.51537
11100 2.56081
11200 2.58913
11300 2.59156
11400 2.59926
11500 2.6424
11600 2.68476
11700 2.67676
11800 2.64717
11900 2.62169
12000 2.61782
12100 2.6189
12200 2.59337
12300 2.62565
12400 2.66052
12500 2.68746
12600 2.69195
12700 2.70195
12800 2.6854
12900 2.672
13000 2.62024
13100 2.55733
13200 2.58412
13300 2.58669
13400 2.56361
13500 2.53875
13600 2.53
13700 2.50695
13800 2.5208
13900 2.49844
14000 2.46333
14100 2.44118
14200 2.44118
14300 2.4726
14400 2.48516
14500 2.55663
14600 2.63129
14700 2.70311
14800 2.70505
14900 2.66845
15000 2.66777
15100 2.70941
15200 2.7984
15300 2.83486
15400 2.85827
15500 2.88392
15600 2.93724
15700 2.95954
15800 2.99849
15900 3.04513
16000 3.07154
16100 3.08657
16200 3.12215
16300 3.13947
16400 3.13692
16500 3.19658
16600 3.19938
16700 3.18975
16800 3.13837
16900 3.094
17000 3.04885
17100 2.99769
17200 3.01935
17300 3.03323
17400 3.05116
17500 3.0173
17600 3.04823
17700 3.00926
17800 3.0482
17900 3.057
18000 3.04408
18100 3.08383
18200 3.1179
18300 3.14239
18400 3.18566
18500 3.22886
18600 3.18247
18700 3.13418
18800 3.07147
18900 3.01987
19000 2.98876
19100 2.9439
19200 2.93732
19300 2.9638
19400 2.97749
19500 2.93409
19600 2.92527
19700 2.92035
19800 2.91095
19900 2.90397
20000 2.86653
20100 2.79002
20200 2.71133
20300 2.69085
20400 2.64746
20500 2.65134
20600 2.64757
20700 2.61002
20800 2.57328
20900 2.55489
21000 2.50261
21100 2.52193
21200 2.55311
21300 2.58395
21400 2.54306
21500 2.53211
21600 2.47232
21700 2.42502
21800 2.37267
21900 2.27769
22000 2.13993
22100 2.08894
22200 2.01562
22300 1.99954
22400 2.03962
22500 2.09161
22600 2.08424
22700 2.06447
22800 2.12955
22900 2.14805
23000 2.1084
23100 2.08367
23200 2.05106
23300 2.02366
23400 2.09818
23500 2.09389
23600 2.08286
23700 2.03513
23800 1.95095
23900 1.87869
24000 1.85994
24100 1.84353
24200 1.84139
24300 1.94702
24400 1.98404
24500 1.98178
24600 2.02454
24700 2.02789
24800 2.02795
24900 2.06066
25000 2.15199
25100 2.18221
25200 2.20141
25300 2.19563
25400 2.14594
25500 2.12954
25600 2.14751
25700 2.17353
25800 2.17236
25900 2.14171
26000 2.16472
26100 2.18545
26200 2.14768
26300 2.12598
26400 2.15617
26500 2.18424
26600 2.22181
26700 2.18067
26800 2.12544
26900 2.0562
27000 2.05667
27100 2.05113
