# Time-averaged data for fix rg_out
# TimeStep c_rg
0 5.59329
100 5.80945
200 5.99658
300 6.06047
400 6.07968
500 6.07905
600 6.09149
700 6.06349
800 6.02258
900 5.94654
1000 5.85648
1100 5.75759
1200 5.61152
1300 5.48287
1400 5.33137
1500 5.20901
1600 5.04125
1700 4.89085
1800 4.73597
1900 4.57368
2000 4.41676
2100 4.26414
2200 4.08431
2300 3.87935
2400 3.7072
2500 3.53834
2600 3.37753
2700 3.18884
2800 3.02247
2900 2.85014
3000 2.67694
3100 2.5424
3200 2.40301
3300 2.25283
3400 2.12648
3500 2.05877
3600 1.98612
3700 1.90212
3800 1.78754
3900 1.68921
4000 1.70136
4100 1.6913
4200 1.64204
4300 1.59977
4400 1.5859
4500 1.5166
4600 1.47288
4700 1.45485
4800 1.4561
4900 1.4295
5000 1.47644
5100 1.47726
5200 1.4452
5300 1.40742
5400 1.41648
5500 1.40293
5600 1.35631
5700 1.3416
5800 1.32809
5900 1.27641
6000 1.28201
6100 1.27029
6200 1.27292
6300 1.26284
6400 1.27884
6500 1.25258
6600 1.27404
6700 1.33124
6800 1.30245
6900 1.2679
7000 1.26802
7100 1.25261
7200 1.15749
7300 1.18702
7400 1.19057
7500 1.22577
7600 1.22168
7700 1.21411
7800 1.23134
7900 1.25713
8000 1.22087
8100 1.25566
8200 1.24198
8300 1.19691
8400 1.1943
8500 1.21036
8600 1.21189
8700 1.21603
8800 1.20665
8900 1.17919
9000 1.17851
9100 1.14313
9200 1.1157
9300 1.10936
9400 1.10971
9500 1.12294
9600 1.10735
9700 1.14289
9800 1.12234
9900 1.11253
10000 1.09465
10100 1.12051
10200 1.11621
10300 1.11492
10400 1.12041
10500 1.11358
10600 1.13506
10700 1.09367
10800 1.12272
10900 1.11836
11000 1.15092
11100 1.13467
11200 1.15568
11300 1.13905
11400 1.17426
11500 1.10766
11600 1.13322
11700 1.13557
11800 1.12593
11900 1.11559
12000 1.14934
12100 1.14946
12200 1.15342
12300 1.12808
12400 1.13841
12500 1.13454
12600 1.13894
12700 1.12221
12800 1.15616
12900 1.15496
13000 1.16845
13100 1.14801
13200 1.14331
13300 1.17362
13400 1.17757
13500 1.17932
13600 1.19347
13700 1.16953
13800 1.1616
13900 1.15757
14000 1.13451
14100 1.13473
14200 1.13136
14300 1.13903
14400 1.15498
14500 1.10194
14600 1.14993
14700 1.15249
14800 1.1193
14900 1.10935
15000 1.13577
15100 1.12863
15200 1.12575
15300 1.15781
15400 1.1352
15500 1.16068
15600 1.15422
15700 1.17232
15800 1.15942
15900 1.1944
16000 1.20563
16100 1.21392
16200 1.18835
16300 1.19288
16400 1.14668
16500 1.16252
16600 1.14413
16700 1.15275
16800 1.17258
16900 1.15261
17000 1.15812
17100 1.18682
17200 1.171
17300 1.18576
17400 1.18893
17500 1.17737
17600 1.15232
17700 1.18047
17800 1.14428
17900 1.15519
18000 1.14774
18100 1.17491
18200 1.16673
18300 1.16119
18400 1.17605
18500 1.11159
18600 1.12394
18700 1.13276
18800 1.09651
18900 1.13497
19000 1.09262
19100 1.12689
19200 1.114
19300 1.11163
19400 1.09535
19500 1.13607
19600 1.11707
19700 1.1156
19800 1.11595
19900 1.12544
20000 1.14467
20100 1.13214
20200 1.15156
20300 1.10717
20400 1.11573
20500 1.12085
20600 1.12377
20700 1.15425
20800 1.17458
20900 1.17185
21000 1.1875
21100 1.19085
21200 1.15397
21300 1.13581
21400 1.13242
21500 1.11132
21600 1.10792
21700 1.15226
21800 1.13591
21900 1.17062
22000 1.13473
22100 1.17373
22200 1.1668
22300 1.13134
22400 1.1806
22500 1.17307
22600 1.14783
22700 1.17828
22800 1.15064
22900 1.16394
23000 1.15345
23100 1.17615
23200 1.1875
23300 1.13898
23400 1.12344
23500 1.14712
23600 1.14814
23700 1.1584
23800 1.15295
23900 1.1205
24000 1.13927
24100 1.10949
24200 1.11567
24300 1.12136
24400 1.14841
24500 1.16441
24600 1.14952
24700 1.145
24800 1.12364
24900 1.10642
25000 1.12284
25100 1.13581
25200 1.1402
25300 1.15491
25400 1.1586
25500 1.17453
25600 1.19554
25700 1.18113
25800 1.15908
25900 1.14394
26000 1.17529
26100 1.15741
26200 1.1391
26300 1.15283
26400 1.16166
26500 1.13008
26600 1.14556
26700 1.11581
26800 1.15815
26900 1.13624
27000 1.09923
27100 1.11836
27200 1.14435
27300 1.14545
27400 1.14097
27500 1.15769
27600 1.14302
27700 1.16027
27800 1.18061
27900 1.15893
28000 1.13512
28100 1.13672
28200 1.1487
28300 1.13961
28400 1.15206
28500 1.13736
28600 1.12628
28700 1.12168
28800 1.11604
28900 1.14457
29000 1.15445
29100 1.14267
29200 1.12157
29300 1.11839
29400 1.13432
29500 1.10814
29600 1.07859
29700 1.08749
29800 1.08341
29900 1.10574
30000 1.11232
