# Time-averaged data for fix rg_out
# TimeStep c_rg
0 56.0023
100 56.0322
200 56.0571
300 56.0738
400 56.0864
500 56.0943
600 56.1039
700 56.1105
800 56.118
900 56.1236
1000 56.1274
1100 56.1311
1200 56.1323
1300 56.1337
1400 56.1321
1500 56.1297
1600 56.1254
1700 56.1192
1800 56.1114
1900 56.1016
2000 56.0908
2100 56.079
2200 56.0654
2300 56.0499
2400 56.0313
2500 56.0124
2600 55.9926
2700 55.9716
2800 55.948
2900 55.9215
3000 55.894
3100 55.8668
3200 55.8397
3300 55.8104
3400 55.7776
3500 55.7424
3600 55.7078
3700 55.6724
3800 55.6364
3900 55.597
4000 55.5549
4100 55.5132
4200 55.4715
4300 55.4279
4400 55.3811
4500 55.3325
4600 55.2855
4700 55.2378
4800 55.1864
4900 55.1313
5000 55.077
5100 55.023
5200 54.9679
5300 54.9103
5400 54.8508
5500 54.7899
5600 54.73
5700 54.6698
5800 54.6042
5900 54.5348
6000 54.4651
6100 54.3975
6200 54.3294
6300 54.2588
6400 54.1859
6500 54.112
6600 54.0375
6700 53.9626
6800 53.889
6900 53.8136
7000 53.7328
7100 53.648
7200 53.5658
7300 53.4845
7400 53.4012
7500 53.3173
7600 53.2349
7700 53.1549
7800 53.069
7900 52.9765
8000 52.8842
8100 52.7951
8200 52.7062
8300 52.6151
8400 52.5174
8500 52.4146
8600 52.3187
8700 52.2263
8800 52.1338
8900 52.0383
9000 51.938
9100 51.8366
9200 51.7416
9300 51.6468
9400 51.5455
9500 51.4419
9600 51.341
9700 51.2419
9800 51.143
9900 51.042
10000 50.9413
10100 50.8409
10200 50.7436
10300 50.6442
10400 50.5369
10500 50.4291
10600 50.3241
10700 50.2205
10800 50.1137
10900 50.0008
11000 49.8907
11100 49.7844
11200 49.6773
11300 49.5685
11400 49.4641
11500 49.3643
11600 49.2631
11700 49.1564
11800 49.044
11900 48.9341
12000 48.828
12100 48.7183
12200 48.6036
12300 48.4908
12400 48.3821
12500 48.2743
12600 48.1617
12700 48.0488
12800 47.939
12900 47.8286
13000 47.7138
13100 47.5973
13200 47.4857
13300 47.378
13400 47.2691
13500 47.1603
13600 47.0546
13700 46.9489
13800 46.8395
13900 46.7275
14000 46.6215
14100 46.5188
14200 46.4128
14300 46.3023
14400 46.195
14500 46.0894
14600 45.9869
14700 45.8872
14800 45.7871
14900 45.6841
15000 45.5839
15100 45.4874
15200 45.3928
15300 45.2973
15400 45.1995
15500 45.1065
15600 45.0191
15700 44.9339
15800 44.8505
15900 44.7654
16000 44.6748
16100 44.5837
16200 44.497
16300 44.4147
16400 44.3348
16500 44.2537
16600 44.1712
16700 44.0894
16800 44.0134
16900 43.9381
17000 43.8629
17100 43.7837
17200 43.7028
17300 43.6279
17400 43.5539
17500 43.4786
17600 43.4004
17700 43.3211
17800 43.2479
17900 43.1752
18000 43.1
18100 43.0254
18200 42.9552
18300 42.8855
18400 42.8155
18500 42.7439
18600 42.6742
18700 42.6081
18800 42.5408
18900 42.4696
19000 42.3973
19100 42.3293
19200 42.263
19300 42.1978
19400 42.1348
19500 42.073
19600 42.0132
19700 41.9509
19800 41.8852
19900 41.8182
20000 41.7508
20100 41.686
20200 41.6252
20300 41.5649
20400 41.5004
20500 41.4316
20600 41.3632
20700 41.2974
20800 41.2325
20900 41.1698
21000 41.1108
21100 41.0514
21200 40.9883
21300 40.9224
21400 40.8567
21500 40.7915
21600 40.7253
21700 40.661
21800 40.5988
21900 40.5352
22000 40.4671
22100 40.3999
22200 40.3361
22300 40.2732
22400 40.2085
22500 40.1441
22600 40.0789
22700 40.015
22800 39.9545
22900 39.8923
23000 39.825
23100 39.7558
23200 39.689
23300 39.6249
23400 39.5621
23500 39.498
23600 39.4357
23700 39.3756
23800 39.3153
23900 39.2523
24000 39.1859
24100 39.1186
24200 39.056
24300 38.9966
24400 38.9385
24500 38.8785
24600 38.8165
24700 38.7518
24800 38.6849
24900 38.6195
25000 38.5559
25100 38.4922
25200 38.428
25300 38.3586
25400 38.2858
25500 38.2156
25600 38.1463
25700 38.0775
25800 38.0091
25900 37.9373
26000 37.8615
26100 37.7798
26200 37.6964
26300 37.618
26400 37.5397
26500 37.4605
26600 37.3802
26700 37.2995
26800 37.215
26900 37.1251
27000 37.0368
27100 36.9516
27200 36.8639
27300 36.7746
27400 36.6808
